,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1251,2015,2142554.0,IS.AIR.PSGR,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1252,2016,2019816.0,IS.AIR.PSGR,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1253,2017,1591490.01,IS.AIR.PSGR,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1254,2018,4812610.0,IS.AIR.PSGR,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1255,2019,2717146.0,IS.AIR.PSGR,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
1256,2015,115928738.0,IS.AIR.PSGR,IRL,Ireland,Europe & Central Asia,High income,Not classified
1257,2016,134065078.0,IS.AIR.PSGR,IRL,Ireland,Europe & Central Asia,High income,Not classified
1258,2017,153944513.0,IS.AIR.PSGR,IRL,Ireland,Europe & Central Asia,High income,Not classified
1259,2018,167598633.0,IS.AIR.PSGR,IRL,Ireland,Europe & Central Asia,High income,Not classified
1260,2019,170161848.0,IS.AIR.PSGR,IRL,Ireland,Europe & Central Asia,High income,Not classified
1261,2015,6331198.0,IS.AIR.PSGR,ISR,Israel,Middle East & North Africa,High income,Not classified
1262,2016,6866472.0,IS.AIR.PSGR,ISR,Israel,Middle East & North Africa,High income,Not classified
1263,2017,6993888.0,IS.AIR.PSGR,ISR,Israel,Middle East & North Africa,High income,Not classified
1264,2018,7404373.0,IS.AIR.PSGR,ISR,Israel,Middle East & North Africa,High income,Not classified
1265,2019,6659838.31,IS.AIR.PSGR,ISR,Israel,Middle East & North Africa,High income,Not classified
1266,2015,28603919.0,IS.AIR.PSGR,ITA,Italy,Europe & Central Asia,High income,Not classified
1267,2016,29120041.0,IS.AIR.PSGR,ITA,Italy,Europe & Central Asia,High income,Not classified
1268,2017,26288001.0,IS.AIR.PSGR,ITA,Italy,Europe & Central Asia,High income,Not classified
1269,2018,27243741.0,IS.AIR.PSGR,ITA,Italy,Europe & Central Asia,High income,Not classified
1270,2019,27760301.0,IS.AIR.PSGR,ITA,Italy,Europe & Central Asia,High income,Not classified
1271,2015,92836.0,IS.AIR.PSGR,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1272,2016,136744.0,IS.AIR.PSGR,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1273,2017,151326.0,IS.AIR.PSGR,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1274,2018,180951.272,IS.AIR.PSGR,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1275,2015,114128000.0,IS.AIR.PSGR,JPN,Japan,East Asia & Pacific,High income,Not classified
1276,2016,117708000.0,IS.AIR.PSGR,JPN,Japan,East Asia & Pacific,High income,Not classified
1277,2017,123898000.0,IS.AIR.PSGR,JPN,Japan,East Asia & Pacific,High income,Not classified
1278,2018,126387527.0,IS.AIR.PSGR,JPN,Japan,East Asia & Pacific,High income,Not classified
1279,2019,130233352.0,IS.AIR.PSGR,JPN,Japan,East Asia & Pacific,High income,Not classified
1280,2015,3065145.0,IS.AIR.PSGR,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1281,2016,3181283.0,IS.AIR.PSGR,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1282,2017,3381677.0,IS.AIR.PSGR,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1283,2018,3383805.0,IS.AIR.PSGR,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1284,2019,3478444.0,IS.AIR.PSGR,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1285,2015,5081632.0,IS.AIR.PSGR,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1286,2016,5007869.0,IS.AIR.PSGR,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1287,2017,6903190.0,IS.AIR.PSGR,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1288,2018,5920110.0,IS.AIR.PSGR,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1289,2019,6800111.0,IS.AIR.PSGR,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1290,2015,4569473.0,IS.AIR.PSGR,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1291,2016,4848016.0,IS.AIR.PSGR,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1292,2017,5109576.0,IS.AIR.PSGR,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1293,2018,5905365.1234425,IS.AIR.PSGR,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1294,2019,6417534.056,IS.AIR.PSGR,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1295,2017,66567.0,IS.AIR.PSGR,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1296,2018,66567.0,IS.AIR.PSGR,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1297,2019,65846.852,IS.AIR.PSGR,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1298,2015,87082.0,IS.AIR.PSGR,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1299,2016,94919.0,IS.AIR.PSGR,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1300,2017,103560.0,IS.AIR.PSGR,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1301,2018,94245.0,IS.AIR.PSGR,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1302,2019,109095.0,IS.AIR.PSGR,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
1303,2015,66093149.0,IS.AIR.PSGR,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1304,2016,76859538.0,IS.AIR.PSGR,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1305,2017,82818983.0,IS.AIR.PSGR,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1306,2018,88157579.0,IS.AIR.PSGR,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1307,2019,92434079.0,IS.AIR.PSGR,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1308,2015,3752995.0,IS.AIR.PSGR,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1309,2016,4069935.0,IS.AIR.PSGR,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1310,2017,5731748.0,IS.AIR.PSGR,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1311,2018,6464847.0,IS.AIR.PSGR,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1312,2019,7385299.0,IS.AIR.PSGR,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1313,2015,967629.0,IS.AIR.PSGR,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1314,2016,1015750.0,IS.AIR.PSGR,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1315,2017,1122951.0,IS.AIR.PSGR,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1316,2018,1175000.704,IS.AIR.PSGR,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1317,2019,874326.0,IS.AIR.PSGR,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1318,2015,1181188.0,IS.AIR.PSGR,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1319,2016,1220201.0,IS.AIR.PSGR,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1320,2017,1196041.0,IS.AIR.PSGR,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1321,2018,1009414.0,IS.AIR.PSGR,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1322,2019,979307.0,IS.AIR.PSGR,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1323,2015,2527368.0,IS.AIR.PSGR,LVA,Latvia,Europe & Central Asia,High income,Not classified
1324,2016,2843133.0,IS.AIR.PSGR,LVA,Latvia,Europe & Central Asia,High income,Not classified
1325,2017,3441024.0,IS.AIR.PSGR,LVA,Latvia,Europe & Central Asia,High income,Not classified
1326,2018,4058762.0,IS.AIR.PSGR,LVA,Latvia,Europe & Central Asia,High income,Not classified
1327,2019,4976410.0,IS.AIR.PSGR,LVA,Latvia,Europe & Central Asia,High income,Not classified
1328,2015,2591297.0,IS.AIR.PSGR,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1329,2016,2647258.0,IS.AIR.PSGR,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1330,2017,2879528.0,IS.AIR.PSGR,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1331,2018,2981937.0,IS.AIR.PSGR,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1332,2019,3164358.0,IS.AIR.PSGR,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1333,2015,1430460.0,IS.AIR.PSGR,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1334,2016,1283181.0,IS.AIR.PSGR,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1335,2017,1186424.0,IS.AIR.PSGR,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1336,2018,1442576.0,IS.AIR.PSGR,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1337,2019,1367458.0,IS.AIR.PSGR,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1338,2015,1363946.0,IS.AIR.PSGR,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1339,2016,1046012.0,IS.AIR.PSGR,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1340,2017,1069268.0,IS.AIR.PSGR,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1341,2018,26031.0,IS.AIR.PSGR,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1342,2019,40610.0,IS.AIR.PSGR,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1343,2015,1830972.0,IS.AIR.PSGR,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1344,2016,1845726.0,IS.AIR.PSGR,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1345,2017,1901012.0,IS.AIR.PSGR,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1346,2018,2099102.0,IS.AIR.PSGR,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1347,2019,2114417.0,IS.AIR.PSGR,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1348,2015,2276436.0,IS.AIR.PSGR,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1349,2016,2788571.0,IS.AIR.PSGR,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1350,2017,2776815.0,IS.AIR.PSGR,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1351,2018,3157724.0,IS.AIR.PSGR,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1352,2019,3659911.0,IS.AIR.PSGR,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1353,2015,458572.0,IS.AIR.PSGR,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1354,2016,441861.0,IS.AIR.PSGR,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1355,2017,486425.0,IS.AIR.PSGR,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1356,2018,541290.0,IS.AIR.PSGR,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1357,2019,544458.0,IS.AIR.PSGR,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1358,2015,6011.0,IS.AIR.PSGR,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1359,2016,6744.0,IS.AIR.PSGR,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1360,2017,10545.0,IS.AIR.PSGR,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1361,2018,10545.0,IS.AIR.PSGR,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1362,2019,7117.0,IS.AIR.PSGR,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1363,2015,50345820.0,IS.AIR.PSGR,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1364,2016,53817353.0,IS.AIR.PSGR,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1365,2017,58711937.0,IS.AIR.PSGR,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1366,2018,60481772.0,IS.AIR.PSGR,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1367,2019,63623130.0,IS.AIR.PSGR,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1368,2015,1313533.0,IS.AIR.PSGR,MDV,Maldives,South Asia,Upper middle income,IDA
1369,2016,1409704.0,IS.AIR.PSGR,MDV,Maldives,South Asia,Upper middle income,IDA
1370,2017,1485752.0,IS.AIR.PSGR,MDV,Maldives,South Asia,Upper middle income,IDA
1371,2018,1191383.08265957,IS.AIR.PSGR,MDV,Maldives,South Asia,Upper middle income,IDA
1372,2019,1221786.67512409,IS.AIR.PSGR,MDV,Maldives,South Asia,Upper middle income,IDA
1373,2015,1583046.0,IS.AIR.PSGR,MLT,Malta,Middle East & North Africa,High income,Not classified
1374,2016,1500824.0,IS.AIR.PSGR,MLT,Malta,Middle East & North Africa,High income,Not classified
1375,2017,1575125.0,IS.AIR.PSGR,MLT,Malta,Middle East & North Africa,High income,Not classified
1376,2018,2576898.0,IS.AIR.PSGR,MLT,Malta,Middle East & North Africa,High income,Not classified
1377,2019,2251944.835,IS.AIR.PSGR,MLT,Malta,Middle East & North Africa,High income,Not classified
1378,2017,22435.0,IS.AIR.PSGR,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1379,2018,24313.0,IS.AIR.PSGR,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1380,2019,21500.0,IS.AIR.PSGR,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1381,2015,248158.0,IS.AIR.PSGR,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1382,2016,280215.0,IS.AIR.PSGR,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1383,2017,418817.0,IS.AIR.PSGR,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1384,2018,379211.0,IS.AIR.PSGR,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1385,2019,386621.0,IS.AIR.PSGR,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1386,2015,1466527.0,IS.AIR.PSGR,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1387,2016,1593666.0,IS.AIR.PSGR,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1388,2017,1674395.0,IS.AIR.PSGR,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1389,2018,1745291.0,IS.AIR.PSGR,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1390,2019,1726868.0,IS.AIR.PSGR,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1391,2015,46966763.0,IS.AIR.PSGR,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1392,2016,53313307.0,IS.AIR.PSGR,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1393,2017,58537832.0,IS.AIR.PSGR,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1394,2018,64569640.0,IS.AIR.PSGR,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1395,2019,69937838.0,IS.AIR.PSGR,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1396,2015,1005936.0,IS.AIR.PSGR,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1397,2016,936254.0,IS.AIR.PSGR,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1398,2017,1092606.0,IS.AIR.PSGR,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1399,2018,1423791.0,IS.AIR.PSGR,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1400,2019,1408166.0,IS.AIR.PSGR,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1401,2015,60382.0,IS.AIR.PSGR,MCO,Monaco,Europe & Central Asia,High income,Not classified
1402,2016,12137.0,IS.AIR.PSGR,MCO,Monaco,Europe & Central Asia,High income,Not classified
1403,2017,316.0,IS.AIR.PSGR,MCO,Monaco,Europe & Central Asia,High income,Not classified
1404,2018,316.0,IS.AIR.PSGR,MCO,Monaco,Europe & Central Asia,High income,Not classified
1405,2019,316.0,IS.AIR.PSGR,MCO,Monaco,Europe & Central Asia,High income,Not classified
1406,2015,529311.0,IS.AIR.PSGR,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1407,2016,537853.0,IS.AIR.PSGR,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1408,2017,602775.0,IS.AIR.PSGR,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1409,2018,670360.0,IS.AIR.PSGR,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1410,2019,744413.0,IS.AIR.PSGR,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1411,2015,526980.0,IS.AIR.PSGR,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1412,2016,544597.0,IS.AIR.PSGR,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1413,2017,507637.0,IS.AIR.PSGR,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1414,2018,565522.0,IS.AIR.PSGR,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1415,2019,597380.0,IS.AIR.PSGR,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1416,2015,7043971.0,IS.AIR.PSGR,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1417,2016,7738637.0,IS.AIR.PSGR,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1418,2017,8667392.0,IS.AIR.PSGR,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1419,2018,8132917.0,IS.AIR.PSGR,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1420,2019,9380951.0,IS.AIR.PSGR,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1421,2015,676028.0,IS.AIR.PSGR,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1422,2016,632965.0,IS.AIR.PSGR,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1423,2017,569211.0,IS.AIR.PSGR,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1424,2018,540124.0,IS.AIR.PSGR,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1425,2019,587364.0,IS.AIR.PSGR,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1426,2015,2095503.0,IS.AIR.PSGR,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1427,2016,2741388.0,IS.AIR.PSGR,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1428,2017,3149037.0,IS.AIR.PSGR,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1429,2018,3407788.43290303,IS.AIR.PSGR,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1430,2019,3701663.849,IS.AIR.PSGR,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1431,2015,553322.0,IS.AIR.PSGR,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1432,2016,558713.0,IS.AIR.PSGR,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1433,2017,623076.0,IS.AIR.PSGR,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1434,2018,602893.0,IS.AIR.PSGR,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1435,2019,212578.0,IS.AIR.PSGR,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1436,2015,38859.0,IS.AIR.PSGR,NRU,Nauru,East Asia & Pacific,High income,IBRD
1437,2016,47252.0,IS.AIR.PSGR,NRU,Nauru,East Asia & Pacific,High income,IBRD
1438,2017,45457.0,IS.AIR.PSGR,NRU,Nauru,East Asia & Pacific,High income,IBRD
1439,2018,40290.0,IS.AIR.PSGR,NRU,Nauru,East Asia & Pacific,High income,IBRD
1440,2019,50668.0,IS.AIR.PSGR,NRU,Nauru,East Asia & Pacific,High income,IBRD
1441,2015,510342.0,IS.AIR.PSGR,NPL,Nepal,South Asia,Lower middle income,IDA
1442,2016,634292.0,IS.AIR.PSGR,NPL,Nepal,South Asia,Lower middle income,IDA
1443,2017,2443630.512,IS.AIR.PSGR,NPL,Nepal,South Asia,Lower middle income,IDA
1444,2018,4525805.0,IS.AIR.PSGR,NPL,Nepal,South Asia,Lower middle income,IDA
1445,2019,1659671.0,IS.AIR.PSGR,NPL,Nepal,South Asia,Lower middle income,IDA
1446,2015,35687843.0,IS.AIR.PSGR,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1447,2016,40078714.0,IS.AIR.PSGR,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1448,2017,42763443.0,IS.AIR.PSGR,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1449,2018,44417573.579144,IS.AIR.PSGR,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1450,2019,46358457.951,IS.AIR.PSGR,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1451,2015,14385078.0,IS.AIR.PSGR,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1452,2016,15300409.0,IS.AIR.PSGR,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1453,2017,16271523.0,IS.AIR.PSGR,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1454,2018,17249049.9541367,IS.AIR.PSGR,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1455,2019,17763604.459,IS.AIR.PSGR,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1456,2015,15243.0,IS.AIR.PSGR,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1457,2016,15044.0,IS.AIR.PSGR,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1458,2017,14713.0,IS.AIR.PSGR,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1459,2015,4613169.0,IS.AIR.PSGR,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1460,2016,4110075.0,IS.AIR.PSGR,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1461,2017,4789878.0,IS.AIR.PSGR,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1462,2018,7786143.99416227,IS.AIR.PSGR,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1463,2019,6539048.35309011,IS.AIR.PSGR,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
1464,2015,6365784.0,IS.AIR.PSGR,OMN,Oman,Middle East & North Africa,High income,Not classified
1465,2016,7709851.0,IS.AIR.PSGR,OMN,Oman,Middle East & North Africa,High income,Not classified
1466,2017,9035230.0,IS.AIR.PSGR,OMN,Oman,Middle East & North Africa,High income,Not classified
1467,2018,10438241.0,IS.AIR.PSGR,OMN,Oman,Middle East & North Africa,High income,Not classified
1468,2019,11239996.0,IS.AIR.PSGR,OMN,Oman,Middle East & North Africa,High income,Not classified
1469,2015,8467827.0,IS.AIR.PSGR,PAK,Pakistan,South Asia,Lower middle income,Blend
1470,2016,9628354.0,IS.AIR.PSGR,PAK,Pakistan,South Asia,Lower middle income,Blend
1471,2017,7260769.0,IS.AIR.PSGR,PAK,Pakistan,South Asia,Lower middle income,Blend
1472,2018,6880637.0,IS.AIR.PSGR,PAK,Pakistan,South Asia,Lower middle income,Blend
1473,2019,7420378.249,IS.AIR.PSGR,PAK,Pakistan,South Asia,Lower middle income,Blend
1474,2015,12193261.0,IS.AIR.PSGR,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
1475,2016,13285098.0,IS.AIR.PSGR,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
1476,2017,11975372.0,IS.AIR.PSGR,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
1477,2018,12631703.0,IS.AIR.PSGR,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
1478,2019,12497758.0,IS.AIR.PSGR,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
1479,2015,1679156.0,IS.AIR.PSGR,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1480,2016,1711274.0,IS.AIR.PSGR,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1481,2017,1864653.0,IS.AIR.PSGR,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1482,2018,1831903.0,IS.AIR.PSGR,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1483,2019,2029701.0,IS.AIR.PSGR,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
1484,2015,452004.0,IS.AIR.PSGR,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1485,2016,467713.0,IS.AIR.PSGR,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1486,2017,454276.0,IS.AIR.PSGR,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1487,2018,710407.0,IS.AIR.PSGR,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1488,2019,632389.0,IS.AIR.PSGR,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
1489,2015,13877662.0,IS.AIR.PSGR,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1490,2016,15081755.0,IS.AIR.PSGR,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1491,2017,16094150.0,IS.AIR.PSGR,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1492,2018,17758527.272,IS.AIR.PSGR,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1493,2019,18820572.0,IS.AIR.PSGR,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
1494,2015,37023422.0,IS.AIR.PSGR,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1495,2016,40206684.0,IS.AIR.PSGR,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1496,2017,39341995.0,IS.AIR.PSGR,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1497,2018,43080118.0,IS.AIR.PSGR,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1498,2019,47776892.0,IS.AIR.PSGR,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
1499,2015,4448883.0,IS.AIR.PSGR,POL,Poland,Europe & Central Asia,High income,IBRD
1500,2016,5497163.0,IS.AIR.PSGR,POL,Poland,Europe & Central Asia,High income,IBRD
1501,2017,7376512.0,IS.AIR.PSGR,POL,Poland,Europe & Central Asia,High income,IBRD
1502,2018,9277538.0,IS.AIR.PSGR,POL,Poland,Europe & Central Asia,High income,IBRD
1503,2019,10225516.0,IS.AIR.PSGR,POL,Poland,Europe & Central Asia,High income,IBRD
1504,2015,12706909.0,IS.AIR.PSGR,PRT,Portugal,Europe & Central Asia,High income,Not classified
1505,2016,13105120.0,IS.AIR.PSGR,PRT,Portugal,Europe & Central Asia,High income,Not classified
1506,2017,15937325.0,IS.AIR.PSGR,PRT,Portugal,Europe & Central Asia,High income,Not classified
1507,2018,17367956.0,IS.AIR.PSGR,PRT,Portugal,Europe & Central Asia,High income,Not classified
